date,city,timezone,electricity_demand_mw
2019-10-20,Chicago,Mountain,202114
2019-10-20,Chicago,Pacific,202179
2019-10-19,Boston,Arizona,52574
2019-10-19,Boston,Central,52617
2019-10-19,Boston,Eastern,52641
2019-10-19,Boston,Mountain,52596
2019-10-19,Boston,Pacific,52574
2019-10-19,Chicago,Arizona,210161
2019-10-19,Chicago,Central,211178
2019-10-19,Chicago,Eastern,211753
2019-10-19,Chicago,Mountain,210660
2019-10-19,Chicago,Pacific,210161
2019-10-18,Boston,Arizona,57376
2019-10-18,Boston,Central,57319
2019-10-18,Boston,Eastern,57287
2019-10-18,Boston,Mountain,57348
2019-10-18,Boston,Pacific,57376
2019-10-18,Chicago,Arizona,235119
2019-10-18,Chicago,Central,235408
2019-10-18,Chicago,Eastern,235559
2019-10-18,Chicago,Mountain,235260
2019-10-18,Chicago,Pacific,235119
2019-10-17,Boston,Arizona,57043
2019-10-17,Boston,Central,57100
2019-10-17,Boston,Eastern,57130
2019-10-17,Boston,Mountain,57073
2019-10-17,Boston,Pacific,57043
2019-10-17,Chicago,Arizona,237353
2019-10-17,Chicago,Central,237383
2019-10-17,Chicago,Eastern,237367
2019-10-17,Chicago,Mountain,237376
2019-10-17,Chicago,Pacific,237353
2019-10-16,Boston,Arizona,58258
2019-10-16,Boston,Central,58175
2019-10-16,Boston,Eastern,58129
2019-10-16,Boston,Mountain,58216
2019-10-16,Boston,Pacific,58258
2019-10-16,Chicago,Arizona,237829
2019-10-16,Chicago,Central,237602
2019-10-16,Chicago,Eastern,237486
2019-10-16,Chicago,Mountain,237711
2019-10-16,Chicago,Pacific,237829
2019-10-15,Boston,Arizona,56873
2019-10-15,Boston,Central,56841
2019-10-15,Boston,Eastern,56836
2019-10-15,Boston,Mountain,56854
2019-10-15,Boston,Pacific,56873
2019-10-15,Chicago,Arizona,239329
2019-10-15,Chicago,Central,239439
2019-10-15,Chicago,Eastern,239501
2019-10-15,Chicago,Mountain,239371
2019-10-15,Chicago,Pacific,239329
2019-10-14,Boston,Arizona,56212
2019-10-14,Boston,Central,56176
2019-10-14,Boston,Eastern,56145
2019-10-14,Boston,Mountain,56198
2019-10-14,Boston,Pacific,56212
2019-10-14,Chicago,Arizona,232909
2019-10-14,Chicago,Central,231970
2019-10-14,Chicago,Eastern,231359
2019-10-14,Chicago,Mountain,232478
2019-10-14,Chicago,Pacific,232909
2019-10-13,Boston,Arizona,51097
2019-10-13,Boston,Central,51159
2019-10-13,Boston,Eastern,51198
2019-10-13,Boston,Mountain,51125
2019-10-13,Boston,Pacific,51097
2019-10-13,Chicago,Arizona,204106
2019-10-13,Chicago,Central,204069
2019-10-13,Chicago,Eastern,204143
2019-10-13,Chicago,Mountain,204082
2019-10-13,Chicago,Pacific,204106
2019-10-12,Boston,Arizona,53351
2019-10-12,Boston,Central,53436
2019-10-12,Boston,Eastern,53482
2019-10-12,Boston,Mountain,53390
2019-10-12,Boston,Pacific,53351
2019-10-12,Chicago,Arizona,212743
2019-10-12,Chicago,Central,213543
2019-10-12,Chicago,Eastern,214003
2019-10-12,Chicago,Mountain,213115
2019-10-12,Chicago,Pacific,212743
2019-10-11,Boston,Arizona,58397
2019-10-11,Boston,Central,58373
2019-10-11,Boston,Eastern,58365
2019-10-11,Boston,Mountain,58387
2019-10-11,Boston,Pacific,58397
2019-10-11,Chicago,Arizona,238527
2019-10-11,Chicago,Central,239067
2019-10-11,Chicago,Eastern,239429
2019-10-11,Chicago,Mountain,238769
2019-10-11,Chicago,Pacific,238527
2019-10-10,Boston,Arizona,58842
2019-10-10,Boston,Central,58796
2019-10-10,Boston,Eastern,58762
2019-10-10,Boston,Mountain,58821
2019-10-10,Boston,Pacific,58842
2019-10-10,Chicago,Arizona,241932
2019-10-10,Chicago,Central,241208
2019-10-10,Chicago,Eastern,240817
2019-10-10,Chicago,Mountain,241584
2019-10-10,Chicago,Pacific,241932
2019-10-09,Boston,Arizona,58317
2019-10-09,Boston,Central,58303
2019-10-09,Boston,Eastern,58306
2019-10-09,Boston,Mountain,58309
2019-10-09,Boston,Pacific,58317
2019-10-09,Chicago,Arizona,237955
2019-10-09,Chicago,Central,237966
2019-10-09,Chicago,Eastern,237944
2019-10-09,Chicago,Mountain,237970
2019-10-09,Chicago,Pacific,237955
2019-10-08,Boston,Arizona,58839
2019-10-08,Boston,Central,59019
2019-10-08,Boston,Eastern,59115
2019-10-08,Boston,Mountain,58928
2019-10-08,Boston,Pacific,58839
2019-10-08,Chicago,Arizona,237195
2019-10-08,Chicago,Central,237028
2019-10-08,Chicago,Eastern,236961
2019-10-08,Chicago,Mountain,237110
2019-10-08,Chicago,Pacific,237195
2019-10-07,Boston,Arizona,62704
2019-10-07,Boston,Central,62671
2019-10-07,Boston,Eastern,62613
2019-10-07,Boston,Mountain,62697
2019-10-07,Boston,Pacific,62704
2019-10-07,Chicago,Arizona,234391
2019-10-07,Chicago,Central,233592
2019-10-07,Chicago,Eastern,233054
2019-10-07,Chicago,Mountain,234020
2019-10-07,Chicago,Pacific,234391
2019-10-06,Boston,Arizona,53491
2019-10-06,Boston,Central,53330
2019-10-06,Boston,Eastern,53269
2019-10-06,Boston,Mountain,53405
2019-10-06,Boston,Pacific,53491
2019-10-06,Chicago,Arizona,201983
2019-10-06,Chicago,Central,202239
2019-10-06,Chicago,Eastern,202421
2019-10-06,Chicago,Mountain,202087
2019-10-06,Chicago,Pacific,201983
2019-10-05,Boston,Arizona,51469
2019-10-05,Boston,Central,51477
2019-10-05,Boston,Eastern,51486
2019-10-05,Boston,Mountain,51473
2019-10-05,Boston,Pacific,51469
2019-10-05,Chicago,Arizona,210771
2019-10-05,Chicago,Central,211274
2019-10-05,Chicago,Eastern,211611
2019-10-05,Chicago,Mountain,211005
2019-10-05,Chicago,Pacific,210771
2019-10-04,Boston,Arizona,56402
2019-10-04,Boston,Central,56394
2019-10-04,Boston,Eastern,56394
2019-10-04,Boston,Mountain,56399
2019-10-04,Boston,Pacific,56402
2019-10-04,Chicago,Arizona,230179
2019-10-04,Chicago,Central,230258
2019-10-04,Chicago,Eastern,230314
2019-10-04,Chicago,Mountain,230228
2019-10-04,Chicago,Pacific,230179
2019-10-03,Boston,Arizona,57301
2019-10-03,Boston,Central,57326
2019-10-03,Boston,Eastern,57344
2019-10-03,Boston,Mountain,57307
2019-10-03,Boston,Pacific,57301
2019-10-03,Chicago,Arizona,244217
2019-10-03,Chicago,Central,245535
2019-10-03,Chicago,Eastern,246131
2019-10-03,Chicago,Mountain,244896
2019-10-03,Chicago,Pacific,244217
2019-10-02,Boston,Arizona,64475
2019-10-02,Boston,Central,64963
2019-10-02,Boston,Eastern,65188
2019-10-02,Boston,Mountain,64724
2019-10-02,Boston,Pacific,64475
2019-10-02,Chicago,Arizona,258122
2019-10-02,Chicago,Central,262945
2019-10-02,Chicago,Eastern,266438
2019-10-02,Chicago,Mountain,260126
2019-10-02,Chicago,Pacific,258122
2019-10-01,Boston,Arizona,61577
2019-10-01,Boston,Central,61080
2019-10-01,Boston,Eastern,60841
2019-10-01,Boston,Mountain,61328
2019-10-01,Boston,Pacific,61577
2019-10-01,Chicago,Arizona,330527
2019-10-01,Chicago,Central,329288
2019-10-01,Chicago,Eastern,328252
2019-10-01,Chicago,Mountain,330105
2019-10-01,Chicago,Pacific,330527
2019-09-30,Boston,Arizona,57108
2019-09-30,Boston,Central,57066
2019-09-30,Boston,Eastern,57052
2019-09-30,Boston,Mountain,57086
2019-09-30,Boston,Pacific,57108
2019-09-30,Chicago,Arizona,299722
2019-09-30,Chicago,Central,295018
2019-09-30,Chicago,Eastern,291992
2019-09-30,Chicago,Mountain,297585
2019-09-30,Chicago,Pacific,299722
2019-09-29,Boston,Arizona,56356
2019-09-29,Boston,Central,56961
2019-09-29,Boston,Eastern,57276
2019-09-29,Boston,Mountain,56651
2019-09-29,Boston,Pacific,56356
2019-09-29,Chicago,Arizona,212627
2019-09-29,Chicago,Central,211901
2019-09-29,Chicago,Eastern,211482
2019-09-29,Chicago,Mountain,212254
2019-09-29,Chicago,Pacific,212627
2019-09-28,Boston,Arizona,58008
2019-09-28,Boston,Central,57530
2019-09-28,Boston,Eastern,57295
2019-09-28,Boston,Mountain,57769
2019-09-28,Boston,Pacific,58008
2019-09-28,Chicago,Arizona,216432
2019-09-28,Chicago,Central,218342
2019-09-28,Chicago,Eastern,219497
2019-09-28,Chicago,Mountain,217349
2019-09-28,Chicago,Pacific,216432
2019-09-27,Boston,Arizona,59375
2019-09-27,Boston,Central,59445
2019-09-27,Boston,Eastern,59483
2019-09-27,Boston,Mountain,59412
2019-09-27,Boston,Pacific,59375
2019-09-27,Chicago,Arizona,246615
2019-09-27,Chicago,Central,245771
2019-09-27,Chicago,Eastern,245378
2019-09-27,Chicago,Mountain,246188
2019-09-27,Chicago,Pacific,246615
2019-09-26,Boston,Arizona,63073
2019-09-26,Boston,Central,63061
2019-09-26,Boston,Eastern,63044
2019-09-26,Boston,Mountain,63070
2019-09-26,Boston,Pacific,63073
2019-09-26,Chicago,Arizona,251551
2019-09-26,Chicago,Central,252523
2019-09-26,Chicago,Eastern,253167
2019-09-26,Chicago,Mountain,251986
2019-09-26,Chicago,Pacific,251551
2019-09-25,Boston,Arizona,60938
2019-09-25,Boston,Central,61056
2019-09-25,Boston,Eastern,61143
2019-09-25,Boston,Mountain,60990
2019-09-25,Boston,Pacific,60938
2019-09-25,Chicago,Arizona,270321
2019-09-25,Chicago,Central,270859
2019-09-25,Chicago,Eastern,271146
2019-09-25,Chicago,Mountain,270602
2019-09-25,Chicago,Pacific,270321
2019-09-24,Boston,Arizona,68080
2019-09-24,Boston,Central,68975
2019-09-24,Boston,Eastern,69480
2019-09-24,Boston,Mountain,68515
2019-09-24,Boston,Pacific,68080
2019-09-24,Chicago,Arizona,269869
2019-09-24,Chicago,Central,268954
2019-09-24,Chicago,Eastern,268414
2019-09-24,Chicago,Mountain,269437
2019-09-24,Chicago,Pacific,269869
2019-09-23,Boston,Arizona,78615
2019-09-23,Boston,Central,78237
2019-09-23,Boston,Eastern,77980
2019-09-23,Boston,Mountain,78442
2019-09-23,Boston,Pacific,78615
2019-09-23,Chicago,Arizona,265309
2019-09-23,Chicago,Central,265998
2019-09-23,Chicago,Eastern,266282
2019-09-23,Chicago,Mountain,265642
2019-09-23,Chicago,Pacific,265309
2019-09-22,Boston,Arizona,62680
2019-09-22,Boston,Central,62301
2019-09-22,Boston,Eastern,62117
2019-09-22,Boston,Mountain,62481
2019-09-22,Boston,Pacific,62680
2019-09-22,Chicago,Arizona,253200
2019-09-22,Chicago,Central,254494
2019-09-22,Chicago,Eastern,255319
2019-09-22,Chicago,Mountain,253811
2019-09-22,Chicago,Pacific,253200
2019-09-21,Boston,Arizona,58997
2019-09-21,Boston,Central,58750
2019-09-21,Boston,Eastern,58613
2019-09-21,Boston,Mountain,58883
2019-09-21,Boston,Pacific,58997
2019-09-21,Chicago,Arizona,275898
2019-09-21,Chicago,Central,277967
2019-09-21,Chicago,Eastern,279214
2019-09-21,Chicago,Mountain,276890
2019-09-21,Chicago,Pacific,275898
2019-09-20,Boston,Arizona,59086
2019-09-20,Boston,Central,58880
2019-09-20,Boston,Eastern,58753
2019-09-20,Boston,Mountain,58992
2019-09-20,Boston,Pacific,59086
2019-09-20,Chicago,Arizona,314938
2019-09-20,Chicago,Central,313360
2019-09-20,Chicago,Eastern,312433
2019-09-20,Chicago,Mountain,314193
2019-09-20,Chicago,Pacific,314938
2019-09-19,Boston,Arizona,56684
2019-09-19,Boston,Central,56664
2019-09-19,Boston,Eastern,56651
2019-09-19,Boston,Mountain,56674
2019-09-19,Boston,Pacific,56684
2019-09-19,Chicago,Arizona,294494
2019-09-19,Chicago,Central,293936
2019-09-19,Chicago,Eastern,293817
2019-09-19,Chicago,Mountain,294167
2019-09-19,Chicago,Pacific,294494
2019-09-18,Boston,Arizona,56760
2019-09-18,Boston,Central,56912
2019-09-18,Boston,Eastern,57007
2019-09-18,Boston,Mountain,56832
2019-09-18,Boston,Pacific,56760
2019-09-18,Chicago,Arizona,296838
2019-09-18,Chicago,Central,296638
2019-09-18,Chicago,Eastern,296526
2019-09-18,Chicago,Mountain,296772
2019-09-18,Chicago,Pacific,296838
2019-09-17,Boston,Arizona,58820
2019-09-17,Boston,Central,58806
2019-09-17,Boston,Eastern,58796
2019-09-17,Boston,Mountain,58813
2019-09-17,Boston,Pacific,58820
2019-09-17,Chicago,Arizona,292255
2019-09-17,Chicago,Central,292055
2019-09-17,Chicago,Eastern,291710
2019-09-17,Chicago,Mountain,292174
2019-09-17,Chicago,Pacific,292255
2019-09-16,Boston,Arizona,60755
2019-09-16,Boston,Central,61029
2019-09-16,Boston,Eastern,61188
2019-09-16,Boston,Mountain,60886
2019-09-16,Boston,Pacific,60755
2019-09-16,Chicago,Arizona,290067
2019-09-16,Chicago,Central,290488
2019-09-16,Chicago,Eastern,290653
2019-09-16,Chicago,Mountain,290285
2019-09-16,Chicago,Pacific,290067
2019-09-15,Boston,Arizona,58205
2019-09-15,Boston,Central,58233
2019-09-15,Boston,Eastern,58223
2019-09-15,Boston,Mountain,58218
2019-09-15,Boston,Pacific,58205
2019-09-15,Chicago,Arizona,252433
2019-09-15,Chicago,Central,251960
2019-09-15,Chicago,Eastern,251679
2019-09-15,Chicago,Mountain,252163
2019-09-15,Chicago,Pacific,252433
2019-09-14,Boston,Arizona,55442
2019-09-14,Boston,Central,55063
2019-09-14,Boston,Eastern,54874
2019-09-14,Boston,Mountain,55258
2019-09-14,Boston,Pacific,55442
2019-09-14,Chicago,Arizona,252856
2019-09-14,Chicago,Central,251682
2019-09-14,Chicago,Eastern,251091
2019-09-14,Chicago,Mountain,252311
2019-09-14,Chicago,Pacific,252856
2019-09-13,Boston,Arizona,57088
2019-09-13,Boston,Central,57163
2019-09-13,Boston,Eastern,57204
2019-09-13,Boston,Mountain,57122
2019-09-13,Boston,Pacific,57088
2019-09-13,Chicago,Arizona,289528
2019-09-13,Chicago,Central,294145
2019-09-13,Chicago,Eastern,296646
2019-09-13,Chicago,Mountain,291781
2019-09-13,Chicago,Pacific,289528
2019-09-12,Boston,Arizona,62957
2019-09-12,Boston,Central,64121
2019-09-12,Boston,Eastern,64783
2019-09-12,Boston,Mountain,63518
2019-09-12,Boston,Pacific,62957
2019-09-12,Chicago,Arizona,317429
2019-09-12,Chicago,Central,317553
2019-09-12,Chicago,Eastern,318216
2019-09-12,Chicago,Mountain,317324
2019-09-12,Chicago,Pacific,317429
2019-09-11,Boston,Arizona,74596
2019-09-11,Boston,Central,73899
2019-09-11,Boston,Eastern,73464
2019-09-11,Boston,Mountain,74276
2019-09-11,Boston,Pacific,74596
2019-09-11,Chicago,Arizona,358335
2019-09-11,Chicago,Central,359171
2019-09-11,Chicago,Eastern,359245
2019-09-11,Chicago,Mountain,358850
2019-09-11,Chicago,Pacific,358335
2019-09-10,Boston,Arizona,63912
2019-09-10,Boston,Central,63678
2019-09-10,Boston,Eastern,63569
2019-09-10,Boston,Mountain,63791
2019-09-10,Boston,Pacific,63912
2019-09-10,Chicago,Arizona,336127
2019-09-10,Chicago,Central,332086
2019-09-10,Chicago,Eastern,329584
2019-09-10,Chicago,Mountain,334266
2019-09-10,Chicago,Pacific,336127
2019-09-09,Boston,Arizona,61301
2019-09-09,Boston,Central,61160
2019-09-09,Boston,Eastern,61084
2019-09-09,Boston,Mountain,61233
2019-09-09,Boston,Pacific,61301
2019-09-09,Chicago,Arizona,261947
2019-09-09,Chicago,Central,258904
2019-09-09,Chicago,Eastern,257110
2019-09-09,Chicago,Mountain,260482
2019-09-09,Chicago,Pacific,261947
2019-09-08,Boston,Arizona,54957
2019-09-08,Boston,Central,54922
2019-09-08,Boston,Eastern,54915
2019-09-08,Boston,Mountain,54933
2019-09-08,Boston,Pacific,54957
2019-09-08,Chicago,Arizona,213221
2019-09-08,Chicago,Central,214207
2019-09-08,Chicago,Eastern,214921
2019-09-08,Chicago,Mountain,213639
2019-09-08,Chicago,Pacific,213221
2019-09-07,Boston,Arizona,54482
2019-09-07,Boston,Central,54530
2019-09-07,Boston,Eastern,54554
2019-09-07,Boston,Mountain,54504
2019-09-07,Boston,Pacific,54482
2019-09-07,Chicago,Arizona,236819
2019-09-07,Chicago,Central,236923
2019-09-07,Chicago,Eastern,237022
2019-09-07,Chicago,Mountain,236852
2019-09-07,Chicago,Pacific,236819
2019-09-06,Boston,Arizona,60272
2019-09-06,Boston,Central,60308
2019-09-06,Boston,Eastern,60321
2019-09-06,Boston,Mountain,60297
2019-09-06,Boston,Pacific,60272
2019-09-06,Chicago,Arizona,254784
2019-09-06,Chicago,Central,255143
2019-09-06,Chicago,Eastern,255309
2019-09-06,Chicago,Mountain,254997
2019-09-06,Chicago,Pacific,254784
2019-09-05,Boston,Arizona,62116
2019-09-05,Boston,Central,62670
2019-09-05,Boston,Eastern,63034
2019-09-05,Boston,Mountain,62366
2019-09-05,Boston,Pacific,62116
2019-09-05,Chicago,Arizona,256436
2019-09-05,Chicago,Central,256037
2019-09-05,Chicago,Eastern,255778
2019-09-05,Chicago,Mountain,256239
2019-09-05,Chicago,Pacific,256436
2019-09-04,Boston,Arizona,73384
2019-09-04,Boston,Central,73291
2019-09-04,Boston,Eastern,73169
2019-09-04,Boston,Mountain,73365
2019-09-04,Boston,Pacific,73384
2019-09-04,Chicago,Arizona,258096
2019-09-04,Chicago,Central,260195
2019-09-04,Chicago,Eastern,261799
2019-09-04,Chicago,Mountain,259008
2019-09-04,Chicago,Pacific,258096
2019-09-03,Boston,Arizona,68435
2019-09-03,Boston,Central,68435
2019-09-03,Boston,Eastern,68428
2019-09-03,Boston,Mountain,68428
2019-09-03,Boston,Pacific,68435
2019-09-03,Chicago,Arizona,287109
2019-09-03,Chicago,Central,286365
2019-09-03,Chicago,Eastern,285704
2019-09-03,Chicago,Mountain,286791
2019-09-03,Chicago,Pacific,287109
2019-09-02,Boston,Arizona,61493
2019-09-02,Boston,Central,61184
2019-09-02,Boston,Eastern,61020
2019-09-02,Boston,Mountain,61341
2019-09-02,Boston,Pacific,61493
2019-09-02,Chicago,Arizona,254309
2019-09-02,Chicago,Central,252189
2019-09-02,Chicago,Eastern,250889
2019-09-02,Chicago,Mountain,253333
2019-09-02,Chicago,Pacific,254309
2019-09-01,Boston,Arizona,55601
2019-09-01,Boston,Central,55637
2019-09-01,Boston,Eastern,55694
2019-09-01,Boston,Mountain,55609
2019-09-01,Boston,Pacific,55601
2019-09-01,Chicago,Arizona,219988
2019-09-01,Chicago,Central,220724
2019-09-01,Chicago,Eastern,221037
2019-09-01,Chicago,Mountain,220345
2019-09-01,Chicago,Pacific,219988
2019-08-31,Boston,Arizona,60824
2019-08-31,Boston,Central,61364
2019-08-31,Boston,Eastern,61706
2019-08-31,Boston,Mountain,61075
2019-08-31,Boston,Pacific,60824
2019-08-31,Chicago,Arizona,228955
2019-08-31,Chicago,Central,228880
2019-08-31,Chicago,Eastern,228987
2019-08-31,Chicago,Mountain,228898
2019-08-31,Chicago,Pacific,228955
2019-08-30,Boston,Arizona,71707
2019-08-30,Boston,Central,71491
2019-08-30,Boston,Eastern,71341
2019-08-30,Boston,Mountain,71611
2019-08-30,Boston,Pacific,71707
2019-08-30,Chicago,Arizona,260982
2019-08-30,Chicago,Central,263841
2019-08-30,Chicago,Eastern,265890
2019-08-30,Chicago,Mountain,262238
2019-08-30,Chicago,Pacific,260982
2019-08-29,Boston,Arizona,72103
2019-08-29,Boston,Central,72280
2019-08-29,Boston,Eastern,72311
2019-08-29,Boston,Mountain,72200
2019-08-29,Boston,Pacific,72103
2019-08-29,Chicago,Arizona,295379
2019-08-29,Chicago,Central,293240
2019-08-29,Chicago,Eastern,291609
2019-08-29,Chicago,Mountain,294486
2019-08-29,Chicago,Pacific,295379
2019-08-28,Boston,Arizona,67540
2019-08-28,Boston,Central,67070
2019-08-28,Boston,Eastern,66825
2019-08-28,Boston,Mountain,67316
2019-08-28,Boston,Pacific,67540
2019-08-28,Chicago,Arizona,268596
2019-08-28,Chicago,Central,269848
2019-08-28,Chicago,Eastern,270590
2019-08-28,Chicago,Mountain,269166
2019-08-28,Chicago,Pacific,268596
2019-08-27,Boston,Arizona,62264
2019-08-27,Boston,Central,62030
2019-08-27,Boston,Eastern,61923
2019-08-27,Boston,Mountain,62145
2019-08-27,Boston,Pacific,62264
2019-08-27,Chicago,Arizona,295152
2019-08-27,Chicago,Central,295507
2019-08-27,Chicago,Eastern,295638
2019-08-27,Chicago,Mountain,295386
2019-08-27,Chicago,Pacific,295152
2019-08-26,Boston,Arizona,60504
2019-08-26,Boston,Central,60405
2019-08-26,Boston,Eastern,60338
2019-08-26,Boston,Mountain,60459
2019-08-26,Boston,Pacific,60504
2019-08-26,Chicago,Arizona,278333
2019-08-26,Chicago,Central,277018
2019-08-26,Chicago,Eastern,276237
2019-08-26,Chicago,Mountain,277711
2019-08-26,Chicago,Pacific,278333
2019-08-25,Boston,Arizona,54583
2019-08-25,Boston,Central,54904
2019-08-25,Boston,Eastern,55075
2019-08-25,Boston,Mountain,54742
2019-08-25,Boston,Pacific,54583
2019-08-25,Chicago,Arizona,235533
2019-08-25,Chicago,Central,234529
2019-08-25,Chicago,Eastern,233935
2019-08-25,Chicago,Mountain,235014
2019-08-25,Chicago,Pacific,235533
2019-08-24,Boston,Arizona,58200
2019-08-24,Boston,Central,58356
2019-08-24,Boston,Eastern,58483
2019-08-24,Boston,Mountain,58261
2019-08-24,Boston,Pacific,58200
2019-08-24,Chicago,Arizona,240540
2019-08-24,Chicago,Central,241421
2019-08-24,Chicago,Eastern,241931
2019-08-24,Chicago,Mountain,240964
2019-08-24,Chicago,Pacific,240540
2019-08-23,Boston,Arizona,70767
2019-08-23,Boston,Central,71820
2019-08-23,Boston,Eastern,72413
2019-08-23,Boston,Mountain,71279
2019-08-23,Boston,Pacific,70767
2019-08-23,Chicago,Arizona,270106
2019-08-23,Chicago,Central,270901
2019-08-23,Chicago,Eastern,271402
2019-08-23,Chicago,Mountain,270472
2019-08-23,Chicago,Pacific,270106
2019-08-22,Boston,Arizona,86467
2019-08-22,Boston,Central,86402
2019-08-22,Boston,Eastern,86339
2019-08-22,Boston,Mountain,86442
2019-08-22,Boston,Pacific,86467
2019-08-22,Chicago,Arizona,296573
2019-08-22,Chicago,Central,298675
2019-08-22,Chicago,Eastern,299967
2019-08-22,Chicago,Mountain,297562
2019-08-22,Chicago,Pacific,296573
2019-08-21,Boston,Arizona,82166
2019-08-21,Boston,Central,81952
2019-08-21,Boston,Eastern,81838
2019-08-21,Boston,Mountain,82067
2019-08-21,Boston,Pacific,82166
2019-08-21,Chicago,Arizona,315047
2019-08-21,Chicago,Central,314097
2019-08-21,Chicago,Eastern,313513
2019-08-21,Chicago,Mountain,314599
2019-08-21,Chicago,Pacific,315047
2019-08-20,Boston,Arizona,81369
2019-08-20,Boston,Central,81882
2019-08-20,Boston,Eastern,82134
2019-08-20,Boston,Mountain,81610
2019-08-20,Boston,Pacific,81369
2019-08-20,Chicago,Arizona,305013
2019-08-20,Chicago,Central,308227
2019-08-20,Chicago,Eastern,310145
2019-08-20,Chicago,Mountain,306535
2019-08-20,Chicago,Pacific,305013
2019-08-19,Boston,Arizona,89811
2019-08-19,Boston,Central,89818
2019-08-19,Boston,Eastern,89783
2019-08-19,Boston,Mountain,89838
2019-08-19,Boston,Pacific,89811
2019-08-19,Chicago,Arizona,337312
2019-08-19,Chicago,Central,333991
2019-08-19,Chicago,Eastern,331976
2019-08-19,Chicago,Mountain,335772
2019-08-19,Chicago,Pacific,337312
2019-08-18,Boston,Arizona,74426
2019-08-18,Boston,Central,73690
2019-08-18,Boston,Eastern,73307
2019-08-18,Boston,Mountain,74057
2019-08-18,Boston,Pacific,74426
2019-08-18,Chicago,Arizona,274072
